Date,Sessions,New Users,Pages,Transactions,Revenue,Group
20170724,53,41,243.8,1,31.91,Control
20170709,53,39,297.86,2,73.72,Control
20170808,53,38,230.02,1,13.88,Control
20170821,53,39,184.97,0,0,Control
20170624,53,44,392.2,3,106.32,Control
20170625,53,34,181.79,1,22,Control
20170817,53,38,241.15,0,0,Control
20170826,53,35,280.9,0,0,Control
20170831,53,41,227.9,1,57.96,Control
20170604,53,27,210.94,2,48.9,Control
20170622,53,38,242.74,4,120.38,Control
20170731,53,36,210.94,3,71.57,Control
20170807,53,31,416.05,6,207.2,Control
20170627,53,37,219.95,2,36.88,Control
20170801,53,37,206.17,3,38.56,Control
20170704,53,29,472.23,10,278.62,Control
20170726,53,32,357.22,8,212.58,Control
20170807,53,44,350.86,4,107.74,Control
20170814,53,35,234.26,4,58.27,Control
20170606,53,31,263.94,3,54.76,Control
20170618,53,27,384.78,8,324.35,Control
20170804,53,36,400.15,5,137.6,Control
20170714,53,36,448.91,8,240.75,Control
20170820,53,30,339.2,2,87.1,Control
20170622,53,35,436.19,7,242.95,Control
20170711,53,34,313.76,4,78.58,Control
20170817,53,34,396.97,5,157.21,Control
20170821,53,32,392.2,5,151.53,Control
20170825,53,36,504.03,10,275.31,Control
20170611,52,35,319.8,4,125.72,Control
20170612,52,36,303.16,0,0,Control
20170806,52,28,366.08,0,0,Control
20170809,52,39,333.84,1,7.49,Control
20170829,52,31,289.12,1,30.92,Control
20170803,52,36,556.92,8,247.05,Control
20170606,52,28,255.84,2,50.95,Control
20170625,52,33,393.12,7,240.7,Control
20170717,52,26,372.84,6,134.61,Control
20170720,52,28,267.8,3,63.5,Control
20170728,52,31,368.16,6,160.33,Control
20170617,52,36,201.76,0,0,Control
20170704,52,28,222.04,1,12.48,Control
20170807,52,32,279.76,0,0,Control
20170604,52,40,284.96,2,63.6,Control
20170703,52,31,256.88,5,94.54,Control
20170826,52,33,277.16,3,91.68,Control
20170617,52,29,334.88,6,231.95,Control
20170710,52,41,390,8,254.67,Control
20170713,52,40,359.84,5,112.31,Control
20170810,52,36,280.8,3,126.7,Control
20170620,52,29,229.84,1,10.93,Control
20170722,52,26,310.96,6,174.57,Control
20170823,52,25,419.12,6,169.29,Control
20170605,52,27,260,6,101.9,Control
20170609,52,30,524.16,7,233.18,Control
20170622,52,22,412.88,9,186.83,Control
20170712,52,36,578.76,12,263.62,Control
20170722,52,33,370.24,3,64.31,Control
20170803,52,32,606.84,9,296.31,Control
20170828,52,34,328.12,3,65.5,Control
20170706,52,37,237.12,1,23.82,Control
20170630,52,30,187.2,0,0,Control
20170727,52,43,270.92,0,0,Control
20170709,52,37,315.12,3,87.72,Control
20170721,52,39,344.76,3,62.96,Control
20170726,52,35,367.12,3,144.27,Control
20170703,52,40,321.88,3,69.65,Control
20170720,52,38,344.24,1,37.42,Control
20170821,52,32,289.12,4,157.21,Control
20170701,52,35,288.08,5,237.2,Control
20170827,52,34,214.24,1,21.87,Control
20170621,52,32,349.96,6,161.53,Control
20170703,52,35,427.96,8,279.4,Control
20170628,52,37,263.12,4,122.1,Control
20170808,52,45,234,6,166.26,Control
20170816,52,31,266.76,2,44.08,Control
20170826,52,29,292.76,0,0,Control
20170708,52,37,316.16,5,210.82,Control
20170830,52,33,322.92,2,83.51,Control
20170713,52,37,470.08,8,260.57,Control
20170716,52,33,339.04,6,164.83,Control
20170831,52,33,484.12,7,409.92,Control
20170612,51,38,314.16,3,110.83,Control
20170621,51,33,296.82,0,0,Control
20170719,51,32,311.1,0,0,Control
20170826,51,32,316.2,1,18,Control
20170720,51,35,420.24,6,147.19,Control
20170614,51,30,268.77,4,95.47,Control
20170731,51,27,393.21,4,140.09,Control
20170818,51,30,491.13,4,186.96,Control
20170608,51,33,455.94,7,179.41,Control
20170618,51,28,277.95,1,20.87,Control
20170624,51,38,363.12,8,233.6,Control
20170717,51,36,275.91,3,66.06,Control
20170823,51,39,271.83,3,76.45,Control
20170608,51,22,265.2,3,74.71,Control
20170622,51,30,471.24,8,205.41,Control
20170712,51,32,270.81,3,64.28,Control
20170718,51,37,359.04,4,119.6,Control
20170808,51,33,322.83,2,137.65,Control
20170822,51,30,230.01,1,8.1,Control
20170829,51,35,413.1,3,157.31,Control
20170704,51,27,369.24,4,133.15,Control
20170620,51,26,389.13,6,129.67,Control
20170712,51,34,165.75,0,0,Control
20170605,51,41,322.83,1,33.47,Control
20170716,51,38,319.77,0,0,Control
20170813,51,39,256.02,1,35.77,Control
20170626,51,39,387.09,2,37.76,Control
20170629,51,29,242.76,2,30.97,Control
20170830,51,40,187.17,0,0,Control
20170724,51,32,258.06,3,89.56,Control
20170827,51,34,199.92,1,22,Control
20170803,51,33,363.12,2,42.63,Control
20170619,51,40,177.99,2,45.57,Control
20170626,51,29,176.97,1,88.86,Control
20170630,51,37,268.77,0,0,Control
20170730,51,35,236.13,6,166.63,Control
20170704,51,33,569.16,7,270.55,Control
20170607,50,25,300,0,0,Control
20170610,50,34,288,0,0,Control
20170802,50,36,320,0,0,Control
20170821,50,26,308,2,44.25,Control
20170822,50,37,189,0,0,Control
20170706,50,32,392,2,92.05,Control
20170708,50,33,281,0,0,Control
20170814,50,30,308,7,99.1,Control
20170822,50,40,268,4,115.41,Control
20170605,50,36,383,3,113.39,Control
20170609,50,22,430,6,138.43,Control
20170703,50,30,324,6,103.03,Control
20170705,50,32,372,7,200.8,Control
20170829,50,24,329,4,76.72,Control
20170830,50,33,369,3,85.41,Control
20170723,50,25,441,3,92.63,Control
20170822,50,42,199,0,0,Control
20170611,50,37,324,0,0,Control
20170617,50,36,198,1,39.96,Control
20170712,50,36,270,1,14.41,Control
20170702,50,30,626,11,293.35,Control
20170803,50,28,403,5,142.2,Control
20170807,50,41,232,3,86,Control
20170627,50,34,334,6,152.14,Control
20170808,50,35,319,5,184.3,Control
20170822,50,33,208,7,113.24,Control
20170712,50,32,359,5,92.93,Control
20170603,50,30,373,5,232.2,Control
20170605,50,20,262,5,144.33,Control
20170614,50,25,445,4,156.16,Control
20170824,50,30,323,4,99.24,Control
20170829,50,30,306,7,134.92,Control
20170803,49,29,258.23,2,37.23,Control
20170807,49,34,336.14,0,0,Control
20170721,49,28,315.07,4,134.87,Control
20170621,49,26,503.23,5,283.12,Control
20170618,49,26,322.91,0,0,Control
20170814,49,30,285.18,1,24.84,Control
20170806,49,33,311.15,1,64.34,Control
20170821,49,30,262.15,2,67.61,Control
20170630,49,25,408.17,3,203.73,Control
20170720,49,30,349.86,4,91.91,Control
20170817,49,22,368.97,3,176.94,Control
20170712,49,20,403.76,3,53.65,Control
20170809,49,20,385.14,9,193.26,Control
20170617,49,26,400.82,8,252.6,Control
20170708,49,28,400.82,6,204.04,Control
20170806,49,26,479.22,10,259.85,Control
20170624,49,34,310.17,1,30.07,Control
20170814,49,37,164.15,0,0,Control
20170724,49,32,313.11,5,135.54,Control
20170823,49,31,244.02,5,118.14,Control
20170716,49,32,289.1,2,64.41,Control
20170719,49,40,262.15,3,99.19,Control
20170731,49,38,322.91,4,102.78,Control
20170606,49,35,307.23,6,154.01,Control
20170601,49,30,336.14,8,443.83,Control
20170806,49,40,329.77,5,183.86,Control
20170815,49,37,387.1,3,72.46,Control
20170708,49,28,392,6,211.02,Control
20170613,48,31,350.88,4,101.54,Control
20170709,48,30,223.2,4,93.1,Control
20170715,48,30,287.04,1,58.37,Control
20170807,48,28,244.8,2,61.48,Control
20170811,48,29,375.84,4,123.95,Control
20170730,48,29,361.92,4,176.48,Control
20170831,48,24,475.2,5,242.34,Control
20170723,48,25,232.8,0,0,Control
20170616,48,24,191.04,1,23.98,Control
20170626,48,27,176.16,1,21.8,Control
20170704,48,28,369.12,5,127.5,Control
20170711,48,18,212.16,1,77,Control
20170608,48,27,360,5,140.81,Control
20170705,48,27,270.24,2,25.48,Control
20170724,48,36,332.16,8,214.48,Control
20170727,48,36,286.08,4,98.14,Control
20170625,48,28,438.24,7,152.71,Control
20170811,48,29,396,6,197.6,Control
20170621,48,33,304.8,6,107.15,Control
20170628,48,27,243.84,5,92.8,Control
20170714,48,29,361.92,6,183.31,Control
20170724,48,25,345.12,3,75.61,Control
20170603,48,28,324,7,189.44,Control
20170626,48,24,328.8,5,89.95,Control
20170702,48,28,204,1,31.46,Control
20170619,48,34,253.92,1,0.21,Control
20170627,48,37,326.88,1,15.14,Control
20170705,48,32,210.24,0,0,Control
20170605,48,35,252.96,1,44.96,Control
20170707,48,38,273.12,2,20.48,Control
20170708,48,25,195.84,4,77.46,Control
20170806,48,32,215.04,2,41.97,Control
20170619,48,37,313.92,4,99.3,Control
20170705,48,25,241.92,3,118.46,Control
20170717,48,35,240,1,9.99,Control
20170828,48,36,465.12,9,250.05,Control
20170605,48,37,227.04,5,142.46,Control
20170803,48,35,275.04,8,267.88,Control
20170813,48,32,326.88,6,277.14,Control
20170821,48,35,261.12,2,68.94,Control
20170824,48,36,216,2,52.08,Control
20170610,48,24,385.92,9,268.08,Control
20170701,48,34,354.24,9,258.81,Control
20170704,48,40,396,5,224.04,Control
20170710,48,35,334.08,6,197.22,Control
20170705,47,31,196.93,0,0,Control
20170708,47,26,347.8,5,185.79,Control
20170724,47,28,346.86,2,77.05,Control
20170814,47,29,311.14,2,59.45,Control
20170807,47,25,333.23,2,61.88,Control
20170726,47,23,344.04,4,110.94,Control
20170607,47,29,274.01,2,34.18,Control
20170714,47,28,407.96,5,195.61,Control
20170721,47,31,383.05,7,296.03,Control
20170725,47,26,219.96,2,54.93,Control
20170727,47,24,346.86,4,142.54,Control
20170825,47,18,271.19,3,58.28,Control
20170808,47,26,250.04,1,71.48,Control
20170802,47,25,313.02,4,95.66,Control
20170709,47,25,425.82,6,162.99,Control
20170828,47,26,279.18,1,79.16,Control
20170606,47,24,352.03,6,143.39,Control
20170710,47,25,501.02,10,302.68,Control
20170801,47,28,275.89,4,86.42,Control
20170802,47,28,402.79,10,259.33,Control
20170803,47,36,222.78,0,0,Control
20170613,47,38,154.16,1,14.99,Control
20170714,47,29,282.94,2,51.94,Control
20170718,47,36,208.21,0,0,Control
20170809,47,35,244.87,1,11.49,Control
20170825,47,34,177.19,0,0,Control
20170604,47,41,190.82,0,0,Control
20170817,47,31,185.18,2,59.93,Control
20170622,47,34,305.97,4,100.8,Control
20170628,47,33,316.78,7,179.29,Control
20170724,47,27,263.2,10,176.52,Control
20170611,47,32,302.21,2,105.03,Control
20170815,47,24,183.77,3,65.66,Control
20170606,47,28,393.86,7,204.93,Control
20170830,46,32,408.94,5,135.33,Control
20170716,46,35,311.88,0,0,Control
20170830,46,31,177.1,0,0,Control
20170606,46,27,412.16,3,74.01,Control
20170705,46,27,356.96,4,91.72,Control
20170714,46,28,378.12,3,115.47,Control
20170813,46,25,270.02,2,71.9,Control
20170819,46,26,350.06,4,87.78,Control
20170814,46,33,335.8,6,129.32,Control
20170830,46,36,259.9,3,54.04,Control
20170609,46,21,372.14,7,235.92,Control
20170813,46,24,426.88,4,134.36,Control
20170818,46,26,395.14,7,223.91,Control
20170615,46,32,373.98,4,121.16,Control
20170719,46,28,274.16,5,209.63,Control
20170727,46,24,309.12,5,99.15,Control
20170803,46,26,316.02,2,55.04,Control
20170815,46,28,323.84,7,145.5,Control
20170818,46,29,339.02,11,321.23,Control
20170828,46,36,168.82,0,0,Control
20170718,46,33,281.98,1,25.02,Control
20170725,46,35,183.08,0,0,Control
20170729,46,31,257.14,1,60.21,Control
20170731,46,35,258.98,0,0,Control
20170604,46,35,260.82,2,50.75,Control
20170608,46,30,316.02,3,87.71,Control
20170803,46,32,306.82,3,116.94,Control
20170807,46,35,191.82,2,32.46,Control
20170823,46,37,243.8,8,160.92,Control
20170624,46,26,298.08,8,186.78,Control
20170712,46,34,245.18,5,153.1,Control
20170713,46,36,260.82,4,133.68,Control
20170827,46,33,229.08,3,74.96,Control
20170822,46,25,174.8,0,0,Control
20170613,46,36,269.1,3,60.91,Control
20170822,46,27,320.16,5,146.53,Control
20170617,45,30,247.95,0,0,Control
20170619,45,27,167.85,0,0,Control
20170620,45,28,216,0,0,Control
20170701,45,29,193.05,0,0,Control
20170703,45,25,198,0,0,Control
20170726,45,26,292.95,0,0,Control
20170621,45,29,311.85,5,88.27,Control
20170701,45,28,354.15,4,73.58,Control
20170703,45,25,278.1,3,107.78,Control
20170815,45,26,241.2,2,67.73,Control
20170826,45,35,337.05,6,237.84,Control
20170811,45,31,309.15,3,87.59,Control
20170622,45,29,309.15,8,192.79,Control
20170625,45,24,274.95,6,164.61,Control
20170726,45,22,243,2,35.36,Control
20170808,45,25,196.2,1,33.78,Control
20170811,45,31,337.95,3,64.41,Control
20170615,45,32,314.1,2,89.31,Control
20170619,45,28,387,5,106.14,Control
20170706,45,28,253.8,2,48.26,Control
20170829,45,34,306,3,85.53,Control
20170806,45,26,391.95,7,137.47,Control
20170831,45,26,338.85,2,156.95,Control
20170614,45,28,211.95,0,0,Control
20170719,45,29,242.1,2,34.54,Control
20170828,45,33,136.8,0,0,Control
20170611,45,33,197.1,3,41.19,Control
20170820,45,28,277.2,2,20.54,Control
20170823,45,30,189,0,0,Control
20170704,45,29,136.8,2,54.54,Control
20170711,45,27,215.1,2,48.95,Control
20170731,45,33,248.85,3,135.08,Control
20170810,45,28,239.85,1,22,Control
20170814,45,36,162,3,65.35,Control
20170829,45,30,278.1,4,185.85,Control
20170715,45,30,337.95,4,129.9,Control
20170718,45,31,354.15,4,120.62,Control
20170705,44,29,230.12,2,92.47,Control
20170601,44,35,399.96,2,48.73,Control
20170615,44,31,414.04,3,88.04,Control
20170805,44,27,300.96,1,30.96,Control
20170809,44,23,245.96,2,87.32,Control
20170807,44,25,249.04,3,54.12,Control
20170617,44,29,234.96,2,51.26,Control
20170621,44,26,223.96,3,48.14,Control
20170720,44,26,248.16,4,124.94,Control
20170601,44,27,425.92,6,232.32,Control
20170604,44,23,458.92,10,272.71,Control
20170616,44,23,363,9,181.54,Control
20170709,44,16,227.04,1,34.96,Control
20170725,44,27,418.88,4,96.66,Control
20170619,44,27,208.12,1,26.1,Control
20170715,44,32,322.08,3,68.1,Control
20170701,44,30,300.96,6,164.23,Control
20170714,44,22,447.04,7,218.17,Control
20170720,44,30,231.88,2,38.2,Control
20170820,44,30,409.2,7,256.45,Control
20170824,44,24,352,6,176.07,Control
20170607,44,28,277.2,0,0,Control
20170704,44,34,242.88,0,0,Control
20170822,44,37,264.88,2,64.36,Control
20170628,44,29,189.2,2,35.76,Control
20170822,44,35,154,1,42.26,Control
20170609,44,32,238.92,4,71.08,Control
20170725,44,30,215.16,2,69.74,Control
20170731,44,24,249.04,1,10.54,Control
20170828,44,24,264.88,4,114.65,Control
20170619,43,24,205.11,2,61.28,Control
20170704,43,27,331.96,3,84.42,Control
20170717,43,31,196.94,0,0,Control
20170602,43,27,423.98,7,218.94,Control
20170628,43,25,316.91,4,105.53,Control
20170707,43,28,310.89,0,0,Control
20170802,43,28,309.17,2,47.05,Control
20170819,43,28,355.18,3,115.22,Control
20170820,43,25,328.95,2,37.34,Control
20170824,43,26,315.19,3,99.17,Control
20170828,43,27,215,3,71.99,Control
20170702,43,19,291.11,3,94.23,Control
20170615,43,26,236.07,1,34.4,Control
20170709,43,30,254.13,2,34.52,Control
20170712,43,23,309.17,3,60.93,Control
20170810,43,22,291.11,3,86.95,Control
20170702,43,19,278.21,5,128.94,Control
20170805,43,27,272.19,3,63.64,Control
20170613,43,36,183.18,0,0,Control
20170625,43,24,361.2,1,10.83,Control
20170620,43,33,189.2,2,54.91,Control
20170819,43,31,214.14,0,0,Control
20170608,43,26,285.09,9,278.65,Control
20170622,43,25,343.14,6,223.98,Control
20170702,43,25,275.2,5,138.8,Control
20170715,43,34,174.15,2,57.86,Control
20170604,43,32,295.84,5,142.85,Control
20170603,42,31,260.82,0,0,Control
20170828,42,27,241.92,1,13.04,Control
20170609,42,26,228.9,2,57.75,Control
20170712,42,22,249.9,2,41.57,Control
20170713,42,27,241.92,0,0,Control
20170801,42,26,314.16,4,90.61,Control
20170701,42,29,367.92,4,165.59,Control
20170616,42,29,369.18,3,69.73,Control
20170621,42,29,322.14,1,24.05,Control
20170605,42,22,373.8,5,157.92,Control
20170710,42,24,378,3,82.07,Control
20170802,42,22,317.94,5,105.58,Control
20170818,42,27,388.08,6,89.68,Control
20170602,42,30,349.02,7,267.46,Control
20170613,42,30,501.06,7,155.23,Control
20170624,42,19,475.02,7,211.57,Control
20170803,42,25,411.18,5,167.99,Control
20170807,42,21,425.04,7,143.59,Control
20170821,42,23,233.1,2,40.68,Control
20170828,42,21,197.82,3,115.18,Control
20170604,42,36,338.94,0,0,Control
20170608,42,31,246.96,1,8.5,Control
20170701,42,28,225.96,0,0,Control
20170815,42,33,163.8,0,0,Control
20170618,42,20,173.88,2,33.89,Control
20170720,42,32,160.86,0,0,Control
20170727,42,23,202.86,0,0,Control
20170607,42,34,277.2,2,57.03,Control
20170606,42,22,251.16,7,137.16,Control
20170831,42,21,280.14,5,74.83,Control
20170604,42,28,218.82,4,96.44,Control
20170613,42,31,176.82,2,54.81,Control
20170615,42,30,215.04,2,60.34,Control
20170703,42,36,168,4,96.7,Control
20170807,42,29,228.06,6,158.49,Control
20170620,42,31,385.14,3,150.72,Control
20170727,42,23,388.92,5,185.77,Control
20170807,42,26,231,5,124.38,Control
20170823,42,24,283.92,6,154.63,Control
20170617,41,24,439.11,7,255.71,Control
20170620,41,27,409.18,2,36.92,Control
20170719,41,28,359.16,4,93.26,Control
20170729,41,21,277.16,5,136.79,Control
20170806,41,29,246,3,71.17,Control
20170821,41,26,305.04,5,151.86,Control
20170601,41,29,328.82,1,43.62,Control
20170727,41,24,369.82,5,127.65,Control
20170606,41,29,275.11,3,32.93,Control
20170619,41,20,323.9,2,53.57,Control
20170718,41,19,200.9,3,49.27,Control
20170723,41,24,261.17,5,184.53,Control
20170801,41,27,182.86,1,44.27,Control
20170823,41,22,132.02,0,0,Control
20170831,41,27,154.98,1,13.06,Control
20170625,41,32,250.92,3,65.25,Control
20170628,41,22,334.15,9,194.79,Control
20170703,41,22,318.98,7,154.5,Control
20170706,41,24,246,3,213.7,Control
20170707,41,22,473.14,11,350.67,Control
20170807,41,29,371.05,5,124.65,Control
20170820,41,25,234.93,5,120.03,Control
20170704,41,24,266.91,6,156.44,Control
20170710,41,27,380.89,4,99.72,Control
20170616,41,32,205.82,0,0,Control
20170613,41,21,369.82,2,51.05,Control
20170713,41,24,232.06,3,84.98,Control
20170823,41,26,209.92,0,0,Control
20170614,41,20,286.18,3,108.37,Control
20170616,41,29,216.07,0,0,Control
20170610,41,28,198.03,2,27.76,Control
20170614,41,25,232.06,5,91.23,Control
20170723,41,28,216.07,3,76.92,Control
20170828,41,28,136.94,1,30.39,Control
20170704,40,25,235.2,0,0,Control
20170827,40,28,168,0,0,Control
20170626,40,24,266,5,119.15,Control
20170630,40,25,385.2,4,99.7,Control
20170728,40,27,188,2,60.32,Control
20170802,40,23,390,3,62.34,Control
20170813,40,25,218,0,0,Control
20170601,40,23,189.2,1,25.28,Control
20170620,40,22,230,3,77.78,Control
20170702,40,27,287.2,4,136.92,Control
20170717,40,22,269.2,5,90.25,Control
20170730,40,24,251.2,2,103.47,Control
20170607,40,22,185.2,2,49.98,Control
20170613,40,24,209.2,3,39.98,Control
20170724,40,18,263.2,4,87.18,Control
20170814,40,20,313.2,5,112.68,Control
20170711,40,24,364,3,70.44,Control
20170717,40,22,238,5,114.99,Control
20170801,40,23,253.2,5,79.64,Control
20170807,40,17,305.2,7,301.6,Control
20170830,40,27,212,1,38.73,Control
20170629,40,27,153.2,0,0,Control
20170703,40,33,191.2,0,0,Control
20170717,40,30,183.2,0,0,Control
20170802,40,30,181.2,0,0,Control
20170705,40,36,175.2,4,70.43,Control
20170716,40,24,244,5,124.13,Control
20170805,40,35,190,2,44.96,Control
20170705,40,24,223.2,3,179.48,Control
20170806,40,27,332,4,226.05,Control
20170706,39,29,108.81,0,0,Control
20170610,39,24,381.81,6,177.32,Control
20170613,39,29,310.05,5,120.01,Control
20170706,39,26,292.11,4,100.4,Control
20170718,39,22,253.89,1,13.81,Control
20170730,39,21,180.96,0,0,Control
20170613,39,18,329.16,5,150.12,Control
20170724,39,24,191.1,2,53.48,Control
20170812,39,16,248.82,4,116.54,Control
20170612,39,26,154.83,3,35.21,Control
20170701,39,28,276.12,3,99.75,Control
20170722,39,22,333.06,4,120.75,Control
20170816,39,22,212.94,3,64.24,Control
20170621,39,29,246.87,3,84.05,Control
20170708,39,24,308.88,10,305.13,Control
20170805,39,17,434.85,9,320.52,Control
20170812,39,20,359.19,6,214.01,Control
20170728,39,24,359.97,7,174.11,Control
20170816,39,28,212.94,1,39.15,Control
20170821,39,20,271.83,4,83.6,Control
20170828,39,28,312,1,18.84,Control
20170612,39,25,205.92,0,0,Control
20170630,39,28,258.96,3,91.64,Control
20170827,39,22,131.04,0,0,Control
20170823,39,26,271.05,8,144.54,Control
20170710,39,31,163.02,1,33.35,Control
20170619,39,27,212.94,3,111.52,Control
20170627,39,27,285.87,2,64.97,Control
20170629,39,35,219.18,3,119.41,Control
20170704,39,29,150.15,0,0,Control
20170625,39,26,287.82,5,179.91,Control
20170731,38,22,166.82,0,0,Control
20170716,38,24,324.14,3,87.17,Control
20170622,38,22,305.14,3,118.71,Control
20170606,38,22,289.18,4,75.34,Control
20170625,38,21,361,6,225.55,Control
20170717,38,23,264.86,2,53.3,Control
20170810,38,27,175.94,0,0,Control
20170614,38,25,199.88,2,37.02,Control
20170614,38,19,297.92,5,123.82,Control
20170710,38,25,250.04,4,104.66,Control
20170726,38,16,400.14,5,130.07,Control
20170814,38,30,273.98,3,66.05,Control
20170606,38,21,142.88,1,60.37,Control
20170619,38,30,106.02,0,0,Control
20170623,38,24,169.86,0,0,Control
20170701,38,26,221.16,2,90.94,Control
20170711,38,24,175.18,1,20.99,Control
20170722,38,32,269.04,2,42.97,Control
20170820,38,27,221.92,4,82.48,Control
20170713,38,22,193.04,2,63.24,Control
20170724,38,28,180.88,2,45.48,Control
20170803,38,24,321.1,2,57.99,Control
20170625,37,21,200.91,1,32.1,Control
20170717,37,23,278.98,4,117.78,Control
20170725,37,21,310.06,4,109.18,Control
20170823,37,22,327.08,2,92.79,Control
20170827,37,17,280.83,2,45.64,Control
20170722,37,24,341.88,2,78.87,Control
20170815,37,19,341.88,3,71.44,Control
20170820,37,27,143.93,0,0,Control
20170828,37,24,108.04,1,37.89,Control
20170719,37,20,361.12,7,174.8,Control
20170730,37,17,338.18,5,142.29,Control
20170630,37,20,207.94,3,96,Control
20170817,37,21,229.03,1,9.41,Control
20170628,37,28,193.88,1,12.8,Control
20170607,37,22,179.08,1,31.49,Control
20170609,37,26,129.13,1,10.99,Control
20170612,37,28,132.83,1,30.99,Control
20170616,37,27,143.93,3,56.97,Control
20170612,37,24,169.09,3,86.74,Control
20170809,37,28,173.16,3,60.98,Control
20170820,37,16,212.01,6,215.29,Control
20170827,37,22,203.87,5,129.86,Control
20170611,36,26,159.12,0,0,Control
20170604,36,22,289.08,4,95.26,Control
20170705,36,18,223.92,7,183.6,Control
20170723,36,22,203.04,2,56.69,Control
20170810,36,25,213.84,0,0,Control
20170612,36,19,159.12,0,0,Control
20170713,36,21,205.92,3,88.4,Control
20170808,36,19,271.08,2,64.75,Control
20170819,36,19,309.96,3,119.11,Control
20170823,36,23,191.88,1,47.69,Control
20170824,36,21,123.12,0,0,Control
20170828,36,23,145.08,0,0,Control
20170612,36,20,226.08,5,68.65,Control
20170705,36,16,165.96,2,33.14,Control
20170718,36,24,261,7,139.86,Control
20170723,36,21,200.88,5,160.32,Control
20170729,36,16,380.16,8,221.95,Control
20170618,36,24,172.08,0,0,Control
20170611,36,12,294.12,4,56.26,Control
20170705,36,22,322.92,8,189.05,Control
20170823,36,17,198,5,115.13,Control
20170730,36,31,144,0,0,Control
20170807,36,25,223.92,1,20.98,Control
20170712,36,32,252,1,25.77,Control
20170626,36,23,113.04,3,78.13,Control
20170626,36,20,275.04,6,121.92,Control
20170730,36,20,272.16,7,197.97,Control
20170605,35,18,204.05,2,56.25,Control
20170623,35,25,234.15,0,0,Control
20170629,35,24,243.95,3,84.89,Control
20170829,35,23,189,5,87.19,Control
20170622,35,22,294,4,86.69,Control
20170718,35,23,255.15,1,23.55,Control
20170801,35,15,221.9,3,123.37,Control
20170803,35,26,232.05,3,67.68,Control
20170716,35,23,284.9,2,46.06,Control
20170824,35,19,150.85,1,34.87,Control
20170827,35,21,206.85,5,135.09,Control
20170605,35,28,180.95,1,22,Control
20170720,35,18,290.15,6,100.23,Control
20170808,35,23,222.95,2,34.38,Control
20170620,35,22,84,0,0,Control
20170723,35,26,232.05,2,77.97,Control
20170828,35,26,93.1,0,0,Control
20170821,35,28,215.95,6,167.48,Control
20170609,35,26,201.95,2,35.84,Control
20170719,35,23,150.15,2,64.78,Control
20170812,35,25,166.95,0,0,Control
20170608,34,23,232.9,3,120.26,Control
20170722,34,22,264.86,1,60.32,Control
20170731,34,19,332.86,4,174.34,Control
20170604,34,22,350.88,2,114.29,Control
20170729,34,19,241.06,2,88.31,Control
20170804,34,18,161.84,1,44.67,Control
20170715,34,21,340,3,84.03,Control
20170724,34,21,280.16,1,11.54,Control
20170607,34,20,210.12,7,143.65,Control
20170622,34,21,233.92,3,120.1,Control
20170623,34,21,226.1,4,112.45,Control
20170731,34,15,196.86,4,111.69,Control
20170804,34,18,405.96,7,169.18,Control
20170704,34,20,348.16,5,144.79,Control
20170608,34,16,231.88,4,73.99,Control
20170712,34,29,134.98,1,20.58,Control
20170821,34,26,112.88,1,7.46,Control
20170607,33,27,178.86,0,0,Control
20170704,33,26,298.98,6,167.27,Control
20170602,33,17,165.99,1,12.95,Control
20170627,33,22,264.99,2,30.77,Control
20170709,33,19,230.01,3,72.08,Control
20170712,33,18,369.93,2,75.74,Control
20170805,33,23,220.11,2,63.99,Control
20170815,33,18,162.03,0,0,Control
20170613,33,20,203.94,4,81.02,Control
20170705,33,18,205.92,3,65.8,Control
20170807,33,17,256.08,3,48.2,Control
20170622,33,24,201.96,1,76.73,Control
20170623,33,18,286.11,4,92.84,Control
20170704,33,19,201.96,2,80.06,Control
20170619,33,20,184.14,2,50.29,Control
20170715,33,19,287.1,5,198.94,Control
20170607,33,23,259.05,7,157.13,Control
20170827,33,23,248.16,3,94.01,Control
20170706,33,21,106.92,0,0,Control
20170706,33,24,143.88,2,17.98,Control
20170730,33,27,162.03,0,0,Control
20170731,33,25,138.93,1,32.48,Control
20170829,33,26,140.91,0,0,Control
20170621,33,15,216.15,4,132.02,Control
20170627,32,17,296,5,147.93,Control
20170702,32,20,245.12,2,34.55,Control
20170709,32,23,199.04,1,29.65,Control
20170822,32,17,180.16,1,28.04,Control
20170825,32,23,188.16,2,38.61,Control
20170609,32,17,336.96,5,183.66,Control
20170615,32,17,215.04,3,62.05,Control
20170623,32,19,268.16,2,78.79,Control
20170626,32,16,224,2,47.69,Control
20170615,32,16,217.92,3,72.78,Control
20170617,32,19,344.96,5,148.29,Control
20170701,32,18,226.88,4,106.88,Control
20170713,32,19,344,2,108.82,Control
20170714,32,15,317.12,5,117.67,Control
20170822,32,19,223.04,6,139.02,Control
20170725,32,15,337.92,4,121.09,Control
20170829,32,19,153.92,3,42.49,Control
20170622,32,20,110.08,0,0,Control
20170618,32,23,165.12,1,21.98,Control
20170720,32,14,186.88,2,38.36,Control
20170702,32,19,302.08,6,167.78,Control
20170603,31,22,171.12,3,62.19,Control
20170605,31,14,222.89,5,93.13,Control
20170624,31,18,326.12,5,170.25,Control
20170803,31,20,243.04,1,26.14,Control
20170822,31,20,221.03,2,50.1,Control
20170830,31,22,171.12,2,12.64,Control
20170727,31,14,299.15,4,101.05,Control
